PDB Code,Ligand Name,C-C,C-N,C-O,C-F,C-P,C-S,C-Cl,C-Br,C-I,N-C,N-N,N-O,N-F,N-P,N-S,N-Cl,N-Br,N-I,O-C,O-N,O-O,O-F,O-P,O-S,O-Cl,O-Br,O-I,F-C,F-N,F-O,F-F,F-P,F-S,F-Cl,F-Br,F-I,P-C,P-N,P-O,P-F,P-P,P-S,P-Cl,P-Br,P-I,S-C,S-N,S-O,S-F,S-P,S-S,S-Cl,S-Br,S-I,Cl-C,Cl-N,Cl-O,Cl-F,Cl-P,Cl-S,Cl-Cl,Cl-Br,Cl-I,Br-C,Br-N,Br-O,Br-F,Br-P,Br-S,Br-Cl,Br-Br,Br-I,I-C,I-N,I-O,I-F,I-P,I-S,I-Cl,I-Br,I-I,Total Count,Binding Data
1NC1,1NC1_ligand,5298,1389,1581,0,0,49,0,0,0,1768,469,530,0,0,16,0,0,0,27601,7395,8305,0,0,231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,382,108,132,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55260,6.12
1Y6Q,1Y6Q_ligand,5595,1495,1672,0,0,53,0,0,0,2186,577,634,0,0,20,0,0,0,27763,7488,8407,0,0,220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,371,105,113,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56704,11.7
1BMA,1BMA_ligand,3367,953,1037,0,0,77,0,0,0,521,147,168,0,0,15,0,0,0,17255,4891,5199,0,0,193,0,0,0,585,159,184,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,88,24,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34901,4.59
1ELA,1ELA_ligand,3150,883,984,0,0,76,0,0,0,521,150,168,0,0,14,0,0,0,21346,6029,6418,0,0,238,0,0,0,583,165,190,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,93,24,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41070,6.36
1ELB,1ELB_ligand,3121,876,967,0,0,71,0,0,0,555,154,178,0,0,13,0,0,0,16203,4652,4877,0,0,176,0,0,0,472,144,145,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,92,26,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32759,7.15
1PR5,1PR5_ligand,5207,1399,1578,0,0,187,0,0,0,1880,474,584,0,0,66,0,0,0,15009,4101,4565,0,0,311,0,0,0,0,0,0,0,0,0,0,0,0,506,137,163,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36191,3.92
1A69,1A69_ligand,5397,1517,1574,0,0,165,0,0,0,2122,587,595,0,0,66,0,0,0,53154,14510,15808,0,0,834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,551,149,170,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97223,5.3
1K9S,1K9S_ligand,12900,3715,3715,0,0,374,0,0,0,5824,1637,1619,0,0,166,0,0,0,172852,47266,51494,0,0,2261,0,0,0,0,0,0,0,0,0,0,0,0,1238,340,373,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,305822,6.52
3PCE,3PCE_ligand,12530,3586,3303,0,0,82,0,0,0,0,0,0,0,0,0,0,0,0,237363,66378,66917,0,0,1031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,989,260,285,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,392736,2
3PCH,3PCH_ligand,20579,6067,5837,0,0,84,0,0,0,1225,315,335,0,0,6,0,0,0,246468,68848,69524,0,0,968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2135,538,607,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,423548,5.4
3PCJ,3PCJ_ligand,9785,2816,2704,0,0,64,0,0,0,1411,408,350,0,0,8,0,0,0,235965,65663,66495,0,0,1048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1003,263,282,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,388277,7.22
1PZ5,1PZ5_ligand,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56253,14920,17635,0,0,398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89206,5.4
2CGR,2CGR_ligand,3387,921,973,0,0,12,0,0,0,726,187,203,0,0,6,0,0,0,19566,5080,6135,0,0,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37338,7.28
1FLR,1FLR_ligand,3390,958,942,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,29641,7746,9193,0,0,217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52110,10
2GSS,2GSS_ligand,6135,1669,1672,0,0,30,0,0,0,410,124,121,0,0,0,0,0,0,46264,12143,13302,0,0,368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,589,171,189,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83191,4.94
3GSS,3GSS_ligand,7846,2084,2022,0,0,91,0,0,0,1199,333,310,0,0,20,0,0,0,50875,13390,14621,0,0,424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,785,216,224,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94447,5.82
10GS,10GS_ligand,7957,2079,2004,0,0,90,0,0,0,1182,323,310,0,0,18,0,0,0,27956,7328,7814,0,0,266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,578,150,158,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58219,6.4
6STD,6STD_ligand,10002,2401,2164,0,0,66,0,0,0,759,184,169,0,0,6,0,0,0,55889,14994,15610,0,0,351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,681,167,165,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103611,8.64
2STD,2STD_ligand,3677,846,783,0,0,23,0,0,0,255,59,54,0,0,2,0,0,0,17173,4529,4905,0,0,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,27,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32518,9.85
3STD,3STD_ligand,16601,3979,3633,0,0,105,0,0,0,2937,648,629,0,0,15,0,0,0,52034,13946,14638,0,0,318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109483,11.11
1JAQ,1JAQ_ligand,1818,479,504,0,0,11,0,0,0,698,179,189,0,0,4,0,0,0,9978,2706,3012,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19596,4.48
1ZS0,1ZS0_ligand,3890,988,1080,0,0,16,0,0,0,280,76,80,0,0,1,0,0,0,23853,6400,7468,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,163,44,44,0,0,1,0,0,0,320,81,89,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44919,6.15
1ZVX,1ZVX_ligand,3079,762,803,0,0,16,0,0,0,165,45,46,0,0,1,0,0,0,15464,4280,4702,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,161,46,43,0,0,1,0,0,0,162,44,44,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29905,9.22
2D0K,2D0K_ligand,5968,1494,1391,0,0,0,0,0,0,2706,610,589,0,0,0,0,0,0,21242,5678,6058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45736,5.02
1DHI,1DHI_ligand,6511,1731,1607,0,0,61,0,0,0,3173,756,734,0,0,38,0,0,0,39577,10843,11558,0,0,402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76991,7.26
2DRC,2DRC_ligand,6486,1697,1645,0,0,61,0,0,0,3148,747,756,0,0,37,0,0,0,4398,1194,1290,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21495,9.89
1SLG,1SLG_ligand,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15650,4511,5217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25378,3.9
1DF8,1DF8_ligand,3605,945,1030,0,0,0,0,0,0,766,183,206,0,0,0,0,0,0,33114,9536,10895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,425,101,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60928,9.7
2F01,2F01_ligand,7961,2104,2322,0,0,0,0,0,0,1544,370,420,0,0,0,0,0,0,31187,8875,10281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,813,199,235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66311,13
2G8R,2G8R_ligand,2866,901,804,0,0,67,0,0,0,576,185,165,0,0,17,0,0,0,26910,7790,8640,0,0,616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49537,3.99
1O0H,1O0H_ligand,1970,644,565,0,0,51,0,0,0,1049,325,311,0,0,32,0,0,0,48123,14352,16075,0,0,1044,0,0,0,0,0,0,0,0,0,0,0,0,539,181,145,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85416,5.92
1U1B,1U1B_ligand,4825,1438,1328,0,0,125,0,0,0,1763,515,496,0,0,52,0,0,0,11815,3550,3739,0,0,264,0,0,0,0,0,0,0,0,0,0,0,0,783,275,237,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31220,7.8
2C02,2C02_ligand,1509,469,402,0,0,37,0,0,0,617,207,170,0,0,19,0,0,0,11760,3379,3303,0,0,252,0,0,0,0,0,0,0,0,0,0,0,0,310,95,73,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22609,4.04
1HI4,1HI4_ligand,1301,418,343,0,0,38,0,0,0,646,206,175,0,0,19,0,0,0,13476,3921,3832,0,0,268,0,0,0,0,0,0,0,0,0,0,0,0,265,86,60,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25060,4.49
2BZZ,2BZZ_ligand,2637,847,717,0,0,62,0,0,0,1089,359,304,0,0,30,0,0,0,19657,5777,5556,0,0,415,0,0,0,0,0,0,0,0,0,0,0,0,610,190,155,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38416,6.43
1TYR,1TYR_ligand,3984,1014,1288,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,12623,3120,3702,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25785,7
1E5A,1E5A_ligand,1146,310,364,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,17382,4308,5058,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28619,7.64
2G5U,2G5U_ligand,2359,618,755,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,14575,3602,4307,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26270,8.49
1SV3,1SV3_ligand,1376,336,394,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,19654,5173,5999,0,0,551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,315,81,102,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34014,4.74
1Q7A,1Q7A_ligand,2823,694,783,0,0,66,0,0,0,304,76,89,0,0,5,0,0,0,11442,3006,3430,0,0,404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,159,38,42,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23362,7.19
1JQ9,1JQ9_ligand,566,152,191,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,30422,7881,9016,0,0,886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49132,8.45
1A08,1A08_ligand,4510,1299,1326,0,0,53,0,0,0,353,105,107,0,0,6,0,0,0,4695,1297,1387,0,0,41,0,0,0,600,181,183,0,0,4,0,0,0,308,95,99,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16652,5.62
1A1B,1A1B_ligand,4250,1220,1260,0,0,48,0,0,0,355,114,110,0,0,6,0,0,0,8011,2228,2415,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,315,99,102,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20599,6.4
1IS0,1IS0_ligand,2519,817,769,0,0,30,0,0,0,140,54,48,0,0,2,0,0,0,14870,4348,4519,0,0,111,0,0,0,0,0,0,0,0,0,0,0,0,273,86,81,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28669,7
1A30,1A30_ligand,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20173,5318,5594,0,0,167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31252,4.3
2F80,2F80_ligand,4923,1388,1444,0,0,6,0,0,0,572,169,167,0,0,1,0,0,0,21419,5686,5831,0,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,262,73,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42105,8.18
2I0D,2I0D_ligand,5446,1501,1577,0,0,4,0,0,0,540,153,158,0,0,0,0,0,0,18577,4937,5245,0,0,122,0,0,0,0,0,0,0,0,0,0,0,0,294,81,84,0,0,5,0,0,0,184,50,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39020,12.1
1D7J,1D7J_ligand,1512,344,352,0,0,6,0,0,0,192,50,46,0,0,0,0,0,0,12465,3314,3624,0,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136,39,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22196,3.3
1FKI,1FKI_ligand,6793,1501,1543,0,0,8,0,0,0,357,80,88,0,0,0,0,0,0,13738,3680,3940,0,0,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31821,7
1FKB,1FKB_ligand,5156,1102,1149,0,0,13,0,0,0,179,41,42,0,0,0,0,0,0,11922,3196,3542,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26422,9.7
6RNT,6RNT_ligand,1003,303,345,0,0,0,0,0,0,536,158,184,0,0,1,0,0,0,10252,2719,3497,0,0,120,0,0,0,0,0,0,0,0,0,0,0,0,162,42,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19373,2.37
1DET,1DET_ligand,2571,659,632,0,0,1,0,0,0,857,225,219,0,0,0,0,0,0,8342,2181,2638,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,63,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18468,4.3
1RNT,1RNT_ligand,1194,325,342,0,0,0,0,0,0,678,182,187,0,0,0,0,0,0,8591,2237,2851,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0,154,44,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16910,5.19
