PDB Code,Ligand Name,C-C,C-N,C-O,C-F,C-P,C-S,C-Cl,C-Br,C-I,N-C,N-N,N-O,N-F,N-P,N-S,N-Cl,N-Br,N-I,O-C,O-N,O-O,O-F,O-P,O-S,O-Cl,O-Br,O-I,F-C,F-N,F-O,F-F,F-P,F-S,F-Cl,F-Br,F-I,P-C,P-N,P-O,P-F,P-P,P-S,P-Cl,P-Br,P-I,S-C,S-N,S-O,S-F,S-P,S-S,S-Cl,S-Br,S-I,Cl-C,Cl-N,Cl-O,Cl-F,Cl-P,Cl-S,Cl-Cl,Cl-Br,Cl-I,Br-C,Br-N,Br-O,Br-F,Br-P,Br-S,Br-Cl,Br-Br,Br-I,I-C,I-N,I-O,I-F,I-P,I-S,I-Cl,I-Br,I-I,Total Count,Binding Data
1k1i,1k1i_ligand,3015,858,1057,0,0,90,0,0,0,620,179,210,0,0,16,0,0,0,16676,4597,5362,0,0,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,30,34,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33139,6.58
1sld,1sld_ligand,99,29,22,0,0,4,0,0,0,127,34,36,0,0,2,0,0,0,3510,971,1144,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5982,6.57
2fqy,2fqy_ligand,2263,600,665,0,0,43,0,0,0,1050,266,328,0,0,20,0,0,0,19622,5257,6046,0,0,219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36379,6.57
5er2,5er2_ligand,7078,1648,2588,0,0,0,0,0,0,1264,298,466,0,0,0,0,0,0,24439,5997,8401,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52213,6.57
1dhj,1dhj_ligand,6579,1744,1638,0,0,61,0,0,0,3226,768,749,0,0,39,0,0,0,41306,11353,12257,0,0,422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80142,6.55
1hmr,1hmr_ligand,3299,899,983,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,20377,5297,6206,0,0,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37193,6.55
1n4h,1n4h_ligand,4588,1070,1064,0,0,104,0,0,0,0,0,0,0,0,0,0,0,0,13410,3431,3728,0,0,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27547,6.55
1umw,1umw_ligand,1084,319,272,0,0,6,0,0,0,330,92,77,0,0,2,0,0,0,33420,9261,9584,0,0,363,0,0,0,0,0,0,0,0,0,0,0,0,326,96,91,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55324,6.55
1yc4,1yc4_ligand,2764,711,878,0,0,26,0,0,0,705,191,235,0,0,6,0,0,0,23409,6089,7234,0,0,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42360,6.55
1yda,1yda_ligand,775,223,209,0,0,4,0,0,0,844,238,212,0,0,4,0,0,0,10763,2828,3018,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,454,129,117,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19839,6.55
1alw,1alw_ligand,2925,672,587,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,14120,3789,4341,0,0,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,212,57,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,419,100,88,0,0,4,0,0,0,27610,6.52
1ct8,1ct8_ligand,6561,1782,1609,0,0,0,0,0,0,1030,275,242,0,0,0,0,0,0,31853,8118,8933,0,0,169,0,0,0,517,143,158,0,0,0,0,0,0,351,91,83,0,0,0,0,0,0,270,78,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62331,6.52
1qy1,1qy1_ligand,2275,503,543,0,0,17,0,0,0,494,116,120,0,0,3,0,0,0,19934,5418,6408,0,0,156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35987,6.52
1w1d,1w1d_ligand,802,265,186,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,22581,6431,6177,0,0,74,0,0,0,0,0,0,0,0,0,0,0,0,374,123,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37101,6.52
1zhy,1zhy_ligand,5983,1413,1524,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,36875,9260,10577,0,0,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65744,6.52
2h4g,2h4g_ligand,1697,601,534,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,13556,3849,3927,0,0,159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122,45,47,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24563,6.52
4fiv,4fiv_ligand,3453,1028,1037,0,0,43,0,0,0,462,141,144,0,0,6,0,0,0,9086,2500,2639,0,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20610,6.52
1dl7,1dl7_ligand,1537,415,433,0,0,7,0,0,0,250,66,76,0,0,1,0,0,0,7672,2068,2304,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,170,47,44,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15127,6.49
1gpn,1gpn_ligand,4701,1074,1274,0,0,32,0,0,0,618,146,169,0,0,4,0,0,0,40356,10367,11240,0,0,330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70311,6.48
1rpj,1rpj_ligand,1415,409,449,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,25753,6949,7946,0,0,202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,28,33,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43294,6.48
1j01,1j01_ligand,1698,505,548,0,0,0,0,0,0,191,61,66,0,0,0,0,0,0,21777,5920,6554,0,0,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37443,6.47
1m2r,1m2r_ligand,2770,738,753,0,0,26,0,0,0,416,111,114,0,0,4,0,0,0,26572,6952,7227,0,0,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45843,6.46
1r5y,1r5y_ligand,1522,397,461,0,0,41,0,0,0,807,203,241,0,0,16,0,0,0,42994,12399,12894,0,0,425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72400,6.46
1ro6,1ro6_ligand,6401,1600,1733,0,0,116,0,0,0,409,109,114,0,0,4,0,0,0,40481,10972,12189,0,0,403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74531,6.46
7abp,7abp_ligand,2681,784,815,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,24707,6705,7530,0,0,198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43456,6.46
1jqe,1jqe_ligand,9085,2103,2474,0,0,142,0,0,0,2677,608,748,0,0,43,0,0,0,47002,12053,14245,0,0,501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,378,90,104,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92259,6.44
2b07,2b07_ligand,3024,1031,907,0,0,51,0,0,0,233,77,64,0,0,5,0,0,0,21556,6016,6325,0,0,249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,418,138,136,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40236,6.43
2fqo,2fqo_ligand,965,273,268,0,0,7,0,0,0,202,63,57,0,0,2,0,0,0,12446,3383,3718,0,0,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,189,55,57,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21815,6.43
2ivu,2ivu_ligand,5120,1362,1486,0,0,9,0,0,0,824,203,232,0,0,1,0,0,0,10035,2689,2701,0,0,72,0,0,0,222,50,59,0,0,1,0,0,0,112,39,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25252,6.43
1w0y,1w0y_ligand,8443,2599,2537,0,0,263,0,0,0,1390,397,399,0,0,34,0,0,0,52210,14151,15430,0,0,785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,30,38,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98798,6.42
1i80,1i80_ligand,4973,1344,1446,0,0,23,0,0,0,2167,574,642,0,0,10,0,0,0,42558,12150,12382,0,0,189,0,0,0,0,0,0,0,0,0,0,0,0,215,54,58,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78786,6.41
1a1c,1a1c_ligand,4502,1268,1335,0,0,53,0,0,0,345,118,105,0,0,6,0,0,0,6386,1810,1921,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,315,98,104,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18418,6.4
1g7v,1g7v_ligand,1305,434,429,0,0,14,0,0,0,148,50,51,0,0,2,0,0,0,4164,1265,1302,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,282,95,92,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9682,6.4
1i7z,1i7z_ligand,6658,1448,1810,0,0,22,0,0,0,476,95,128,0,0,2,0,0,0,33324,8375,10196,0,0,183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62717,6.4
1igb,1igb_ligand,1644,419,580,0,0,36,0,0,0,349,94,125,0,0,8,0,0,0,21689,5847,7334,0,0,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163,39,56,0,0,4,0,0,0,38537,6.4
1yvm,1yvm_ligand,1661,444,515,0,0,42,0,0,0,519,144,160,0,0,15,0,0,0,29770,8033,9056,0,0,361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152,40,40,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50957,6.4
1hbv,1hbv_ligand,5129,1458,1558,0,0,1,0,0,0,817,226,233,0,0,1,0,0,0,4566,1216,1298,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16522,6.37
1hms,1hms_ligand,3267,904,977,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,20441,5295,6228,0,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37246,6.37
5tln,5tln_ligand,2612,715,866,0,0,9,0,0,0,483,120,152,0,0,1,0,0,0,17771,4698,5667,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33121,6.37
1c5q,1c5q_ligand,1369,396,487,0,0,39,0,0,0,378,105,120,0,0,9,0,0,0,22584,6259,7192,0,0,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,192,53,62,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121,35,43,0,0,3,0,0,0,39822,6.36
1o2o,1o2o_ligand,2571,709,871,0,0,82,0,0,0,689,195,227,0,0,17,0,0,0,16590,4557,5231,0,0,265,0,0,0,206,50,62,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,120,33,35,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32518,6.36
6abp,6abp_ligand,2202,650,681,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,26115,7017,7878,0,0,217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44790,6.36
1cbx,1cbx_ligand,2380,682,757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20874,5523,6202,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36478,6.35
1gjb,1gjb_ligand,3769,1040,1207,0,0,78,0,0,0,716,206,229,0,0,17,0,0,0,24465,6880,7331,0,0,321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46259,6.35
1gjc,1gjc_ligand,3773,1056,1207,0,0,78,0,0,0,714,205,224,0,0,17,0,0,0,21399,5931,6406,0,0,280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41290,6.35
2j7f,2j7f_ligand,4478,1211,1217,0,0,20,0,0,0,911,242,238,0,0,4,0,0,0,62683,16619,17412,0,0,213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105248,6.35
1bdq,1bdq_ligand,5012,1418,1476,0,0,0,0,0,0,681,190,201,0,0,1,0,0,0,4759,1298,1346,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16401,6.34
1i00,1i00_ligand,9186,2703,2251,0,0,72,0,0,0,1958,564,477,0,0,16,0,0,0,21608,5918,6046,0,0,161,0,0,0,0,0,0,0,0,0,0,0,0,334,108,104,0,0,4,0,0,0,286,74,70,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51942,6.34
1xq0,1xq0_ligand,2642,710,619,0,0,16,0,0,0,967,271,232,0,0,5,0,0,0,20395,5467,5784,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,235,65,61,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37507,6.34
1ex8,1ex8_ligand,2710,863,788,0,0,27,0,0,0,1765,526,498,0,0,22,0,0,0,18686,5242,5268,0,0,102,0,0,0,0,0,0,0,0,0,0,0,0,546,191,154,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37394,6.33
1w3j,1w3j_ligand,2382,653,635,0,0,10,0,0,0,473,123,122,0,0,2,0,0,0,72272,19307,20284,0,0,243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116506,6.32
2bal,2bal_ligand,3820,1026,1111,0,0,45,0,0,0,766,205,236,0,0,9,0,0,0,12899,3331,3501,0,0,86,0,0,0,234,46,53,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,287,75,85,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27818,6.31
1d4p,1d4p_ligand,5290,1360,1574,0,0,84,0,0,0,868,235,280,0,0,17,0,0,0,16526,4470,4786,0,0,199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,33,34,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35887,6.3
1lag,1lag_ligand,1364,347,438,0,0,0,0,0,0,687,169,223,0,0,0,0,0,0,16757,4206,5195,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29448,6.3
1wdn,1wdn_ligand,1162,292,353,0,0,0,0,0,0,457,112,134,0,0,1,0,0,0,13269,3410,3975,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23188,6.3
1wm1,1wm1_ligand,2518,662,670,0,0,17,0,0,0,683,197,191,0,0,4,0,0,0,11458,3158,3118,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22735,6.3
1afl,1afl_ligand,2995,956,938,0,0,76,0,0,0,1121,329,346,0,0,36,0,0,0,16113,4780,5072,0,0,335,0,0,0,0,0,0,0,0,0,0,0,0,708,222,192,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34236,6.28
1atl,1atl_ligand,4995,1424,1512,0,0,72,0,0,0,272,82,95,0,0,2,0,0,0,18722,5322,5672,0,0,257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,262,78,78,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38849,6.28
1w3l,1w3l_ligand,3031,868,1004,0,0,0,0,0,0,215,63,73,0,0,0,0,0,0,61807,16753,20381,0,0,204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,21,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104520,6.28
2aog,2aog_ligand,7151,1983,2113,0,0,17,0,0,0,1638,470,496,0,0,3,0,0,0,28257,7472,7819,0,0,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57535,6.28
1wcq,1wcq_ligand,7908,2504,2594,0,0,2,0,0,0,586,176,187,0,0,0,0,0,0,144105,42365,46561,0,0,402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,247390,6.26
1gnm,1gnm_ligand,9064,2588,2831,0,0,2,0,0,0,2047,603,641,0,0,6,0,0,0,10528,2840,2998,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34210,6.25
1zky,1zky_ligand,12180,2883,2929,0,0,348,0,0,0,909,217,230,0,0,19,0,0,0,24757,6449,6459,0,0,343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1484,375,380,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59996,6.25
1hnn,1hnn_ligand,10624,2477,2924,0,0,62,0,0,0,3420,825,935,0,0,19,0,0,0,23158,5801,6365,0,0,198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,955,218,265,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58251,6.24
1m7d,1m7d_ligand,3128,917,910,0,0,18,0,0,0,148,44,42,0,0,1,0,0,0,15882,4185,4959,0,0,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30353,6.23
1gi6,1gi6_ligand,2157,610,764,0,0,64,0,0,0,529,152,179,0,0,12,0,0,0,25714,7187,8312,0,0,425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,33,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46288,6.22
1b3h,1b3h_ligand,2066,555,613,0,0,21,0,0,0,231,60,70,0,0,2,0,0,0,39143,10308,11678,0,0,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64874,6.21
1owe,1owe_ligand,2801,813,875,0,0,73,0,0,0,559,156,166,0,0,12,0,0,0,24195,6614,7260,0,0,348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,282,78,89,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44326,6.2
1sqt,1sqt_ligand,2554,741,815,0,0,65,0,0,0,654,192,192,0,0,12,0,0,0,9728,2589,2871,0,0,148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,31,39,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20728,6.2
2aj8,2aj8_ligand,42410,11641,13267,0,0,131,0,0,0,9462,2514,2911,0,0,32,0,0,0,263107,68103,77246,0,0,1596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,665,176,167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,493428,6.2
1iy7,1iy7_ligand,1979,573,619,0,0,0,0,0,0,384,117,127,0,0,0,0,0,0,19806,5212,5858,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178,54,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35008,6.19
1tq4,1tq4_ligand,1199,373,430,0,0,0,0,0,0,635,194,216,0,0,0,0,0,0,48927,12562,14371,0,0,353,0,0,0,0,0,0,0,0,0,0,0,0,266,74,99,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79701,6.19
